Fecha,Región,PIB,Tasa_Desempleo,Inflación,Comercio_Exterior,Producción_Industrial,Sector
2024-11-01,Norte,3614.01,4.89,4.64,250.56,122.34,Agricultura
2022-01-01,Centro,7271.45,13.12,3.7,159.56,102.93,Servicios
2021-12-01,Oriente,4901.15,5.37,4.25,243.6,62.02,Agricultura
2022-03-01,Occidente,5682.07,11.39,1.89,212.62,89.88,Agricultura
2024-07-01,Occidente,4596.92,8.84,2.86,144.99,97.79,Industria
2023-12-01,Centro,5840.73,8.22,0.3,220.78,90.89,Servicios
2020-09-01,Sur,4922.78,13.03,3.96,22.4,115.96,Agricultura
2020-07-01,Centro,5252.57,13.09,2.79,338.45,107.0,Agricultura
2022-10-01,Occidente,6346.23,8.56,4.75,427.24,113.34,Servicios
2023-06-01,Norte,5573.74,10.29,0.11,72.37,102.18,Servicios
2022-08-01,Oriente,4385.88,12.4,2.14,269.54,82.88,Agricultura
2022-09-01,Oriente,4888.49,5.8,0.11,119.5,92.84,Industria
2021-11-01,Occidente,3744.86,4.56,1.39,-92.94,130.79,Servicios
2023-02-01,Occidente,6088.77,5.6,2.03,162.37,125.44,Industria
2021-12-01,Norte,6897.29,13.66,2.35,217.53,79.95,Agricultura
2022-03-01,Oriente,4588.18,14.41,4.05,213.19,93.18,Servicios
2021-12-01,Oriente,4781.35,5.87,-0.24,205.23,84.09,Industria
2022-02-01,Norte,4282.98,14.88,3.11,71.54,114.67,Agricultura
2022-08-01,Sur,2894.35,4.84,-0.97,315.36,120.8,Industria
2020-03-01,Norte,4697.82,8.57,-0.86,-60.31,84.84,Agricultura
2023-08-01,Occidente,4484.78,5.08,4.74,353.02,109.97,Servicios
2024-07-01,Norte,4075.44,6.61,-0.42,40.24,107.44,Agricultura
2020-06-01,Occidente,4464.68,11.45,2.28,281.55,99.28,Agricultura
2024-10-01,Sur,4816.85,7.85,3.69,164.33,100.68,Industria
2020-05-01,Oriente,5051.2,6.47,1.4,232.3,99.08,Industria
2020-12-01,Occidente,5500.24,7.68,3.39,146.64,125.68,Agricultura
2024-09-01,Centro,3252.36,13.16,3.82,120.44,106.37,Servicios
2023-03-01,Centro,6279.52,8.43,2.12,-21.68,85.52,Industria
2022-05-01,Oriente,6629.17,5.46,-0.05,141.82,82.39,Agricultura
2020-03-01,Oriente,4802.06,8.6,1.15,406.79,122.46,Industria
2023-05-01,Oriente,6857.7,5.78,1.83,409.58,123.92,Agricultura
2022-05-01,Centro,5678.95,4.28,1.13,118.76,104.96,Servicios
2023-10-01,Occidente,6451.0,6.87,3.17,337.65,104.7,Agricultura
2023-02-01,Centro,5687.07,9.37,-0.2,346.65,92.03,Industria
2020-07-01,Sur,3432.14,10.59,2.08,15.99,99.52,Servicios
2023-06-01,Oriente,5640.54,5.92,1.83,212.31,103.49,Industria
2023-11-01,Occidente,4243.24,10.06,1.44,295.84,100.77,Agricultura
2022-06-01,Occidente,5229.07,13.8,2.58,307.43,95.54,Servicios
2021-08-01,Sur,6311.98,12.25,4.48,72.99,104.3,Agricultura
2023-06-01,Sur,4168.05,6.72,0.84,136.17,131.87,Servicios
2023-10-01,Centro,6331.34,8.69,2.69,207.13,80.6,Industria
2023-05-01,Oriente,4304.31,8.4,3.87,108.19,116.03,Industria
2020-10-01,Centro,5604.12,14.26,-0.88,430.36,77.81,Servicios
2024-03-01,Occidente,6259.23,14.25,4.98,314.64,85.4,Agricultura
2023-12-01,Centro,6007.13,13.68,-0.7,233.61,96.59,Industria
2022-12-01,Norte,4176.06,5.52,4.15,128.09,130.75,Industria
2023-03-01,Sur,5000.68,6.63,3.55,122.01,116.23,Agricultura
2022-11-01,Centro,3650.42,14.74,2.87,158.48,97.31,Servicios
2023-07-01,Norte,5395.82,12.6,3.6,101.42,95.74,Industria
2024-08-01,Occidente,6194.76,10.33,0.24,289.46,70.33,Industria
2024-09-01,Oriente,5046.93,8.7,2.87,116.57,111.46,Servicios
2020-06-01,Occidente,3457.2,6.18,3.7,136.72,96.46,Servicios
2020-02-01,Centro,5744.19,12.26,4.38,166.09,105.55,Servicios
2022-03-01,Occidente,4876.27,7.73,-0.63,245.78,85.15,Agricultura
2024-11-01,Oriente,4964.99,6.73,0.9,225.87,103.19,Industria
2023-02-01,Norte,5782.87,13.43,3.59,156.89,106.67,Agricultura
2022-04-01,Occidente,4174.35,14.4,3.1,200.72,68.7,Servicios
2024-09-01,Occidente,5160.49,5.32,0.87,421.25,105.6,Servicios
2024-04-01,Oriente,5312.38,5.51,4.71,319.27,81.13,Industria
2023-08-01,Occidente,5731.38,14.4,0.88,259.04,115.44,Servicios
2024-03-01,Sur,5872.32,11.45,0.51,193.53,101.09,Agricultura
2023-02-01,Sur,5073.2,9.23,4.09,184.98,83.21,Industria
2020-02-01,Centro,4606.47,13.2,2.29,260.31,87.24,Industria
2022-06-01,Oriente,7485.19,9.07,3.97,226.48,108.0,Agricultura
2024-08-01,Sur,5839.47,5.16,4.03,321.82,115.86,Industria
2020-08-01,Oriente,5872.2,11.98,-0.32,168.49,114.0,Industria
2020-05-01,Norte,4777.28,4.52,4.77,306.52,121.79,Servicios
2020-01-01,Sur,4083.68,14.36,0.79,116.31,92.13,Servicios
2020-11-01,Centro,6352.2,5.53,-0.94,242.41,100.59,Servicios
2021-09-01,Centro,3564.09,7.79,2.12,68.42,115.19,Servicios
2021-06-01,Occidente,4841.85,9.56,2.05,181.86,98.4,Industria
2023-04-01,Oriente,5995.58,8.57,1.53,370.32,90.67,Servicios
2021-03-01,Oriente,5582.74,13.02,2.89,80.03,65.26,Industria
2020-12-01,Occidente,5858.01,9.64,0.93,117.18,111.9,Agricultura
2023-10-01,Oriente,4877.94,7.8,-0.67,162.94,79.78,Industria
2020-12-01,Centro,4285.32,5.32,-0.59,252.13,104.83,Agricultura
2022-12-01,Norte,5168.06,8.74,-0.29,-17.71,102.68,Servicios
2020-09-01,Centro,6428.86,11.91,-0.34,52.59,118.79,Industria
2022-04-01,Oriente,4551.78,7.75,1.67,210.34,130.63,Agricultura
2022-11-01,Oriente,5277.36,9.32,4.92,197.77,87.8,Servicios
2022-10-01,Oriente,5823.28,9.92,4.95,102.46,119.55,Servicios
2023-10-01,Norte,5664.7,7.71,3.97,144.71,88.27,Industria
2022-08-01,Occidente,4240.3,4.75,0.12,22.89,107.07,Agricultura
2022-10-01,Occidente,3168.86,13.63,4.43,77.16,68.87,Agricultura
2021-06-01,Norte,4913.93,5.17,4.72,184.97,95.1,Agricultura
2022-02-01,Centro,3957.42,5.81,3.7,82.78,104.75,Industria
2021-09-01,Oriente,4114.75,5.36,-0.58,218.11,119.55,Industria
2024-03-01,Occidente,5586.17,5.86,4.12,158.76,100.12,Industria
2023-03-01,Oriente,4674.39,12.46,4.61,183.57,103.18,Servicios
2024-12-01,Centro,4006.64,8.15,1.36,98.41,81.74,Servicios
2021-08-01,Sur,5159.46,11.6,0.01,203.47,70.47,Agricultura
2021-06-01,Oriente,5654.98,11.1,-0.07,281.08,87.15,Servicios
2020-06-01,Norte,5097.67,8.15,1.48,161.72,98.14,Industria
2021-04-01,Oriente,4602.32,14.43,-0.15,81.6,94.0,Servicios
2024-11-01,Oriente,5269.29,14.79,1.29,132.99,117.58,Industria
2023-07-01,Oriente,3823.83,5.61,4.63,248.76,117.73,Industria
2021-02-01,Occidente,5480.91,4.76,1.01,303.61,78.66,Agricultura
2021-05-01,Norte,4029.88,10.56,3.89,160.24,85.48,Industria
2021-09-01,Sur,4689.69,6.16,0.42,297.89,79.42,Agricultura
2023-10-01,Oriente,6608.78,7.99,3.94,282.82,97.75,Servicios
2024-02-01,Occidente,3566.85,12.81,0.08,329.61,83.39,Agricultura
2022-09-01,Sur,4634.49,10.71,0.44,184.87,89.14,Servicios
2020-12-01,Oriente,4804.61,5.62,0.79,199.3,96.77,Servicios
2021-07-01,Norte,4628.14,14.19,-0.03,127.15,104.79,Servicios
2021-05-01,Norte,6653.62,13.73,2.32,60.98,102.37,Industria
2022-06-01,Norte,3902.63,12.36,1.03,52.31,114.25,Industria
2020-04-01,Centro,5243.0,4.55,0.54,46.73,97.06,Servicios
2024-12-01,Sur,5301.7,8.66,1.05,217.55,99.04,Servicios
2024-11-01,Oriente,5536.29,9.38,1.11,214.3,112.74,Agricultura
2024-03-01,Centro,5692.86,7.76,1.6,258.26,94.1,Agricultura
2020-10-01,Sur,6001.63,12.73,4.65,339.35,110.66,Servicios
2022-10-01,Occidente,5429.34,8.35,-0.69,237.96,125.04,Agricultura
2022-12-01,Sur,4057.44,8.95,3.49,332.54,78.9,Industria
2024-05-01,Occidente,5585.9,10.0,0.22,126.32,115.14,Servicios
2020-03-01,Oriente,4155.06,9.31,0.3,191.26,108.22,Agricultura
2022-11-01,Centro,5949.59,9.78,3.24,194.06,94.8,Servicios
2021-04-01,Centro,3388.43,5.36,0.24,296.03,106.94,Servicios
2022-04-01,Oriente,3820.63,12.01,2.6,217.23,113.31,Industria
2021-10-01,Sur,5760.85,14.73,2.44,324.95,80.01,Servicios
2023-07-01,Oriente,4650.56,12.97,2.58,122.74,91.05,Agricultura
2020-07-01,Occidente,2609.7,13.4,1.04,253.76,106.42,Servicios
2022-12-01,Sur,4720.01,5.82,3.24,72.1,132.76,Industria
2023-06-01,Occidente,5570.51,6.16,0.27,190.71,96.41,Agricultura
2020-12-01,Oriente,6116.83,11.34,1.61,218.64,100.74,Servicios
2022-02-01,Occidente,5768.84,6.85,-0.68,139.18,105.45,Industria
2021-07-01,Centro,5311.11,10.21,2.6,11.04,94.04,Industria
2022-06-01,Sur,3897.73,10.79,4.82,235.57,102.87,Industria
2024-10-01,Centro,5506.24,6.11,3.0,344.73,120.44,Servicios
2023-06-01,Norte,6640.61,9.39,2.17,224.29,68.77,Agricultura
2020-11-01,Oriente,5553.15,6.04,-0.49,145.18,128.85,Agricultura
2020-03-01,Oriente,4225.39,8.81,0.66,2.45,111.27,Industria
2020-07-01,Centro,2934.92,12.11,-0.78,202.85,68.83,Servicios
2021-11-01,Sur,4679.7,14.13,-0.93,364.34,105.41,Agricultura
2022-02-01,Sur,4136.51,14.7,2.11,196.88,79.5,Industria
2020-06-01,Centro,5592.57,9.32,1.57,151.17,109.5,Agricultura
2023-11-01,Sur,5022.63,12.46,-0.63,59.44,85.23,Servicios
2021-07-01,Norte,5198.68,4.4,-0.68,192.09,91.31,Servicios
2020-01-01,Centro,4519.17,8.64,-0.76,269.62,132.55,Industria
2020-03-01,Occidente,3576.32,10.28,0.99,132.14,95.23,Agricultura
2024-11-01,Oriente,4218.84,12.43,4.8,174.02,123.98,Agricultura
2020-12-01,Sur,5802.13,7.14,2.78,84.88,57.41,Agricultura
2023-12-01,Centro,4190.62,7.5,4.55,295.67,99.67,Industria
2020-04-01,Oriente,4311.11,14.04,2.66,38.41,104.49,Agricultura
2020-02-01,Sur,5932.43,10.15,2.09,158.49,98.43,Industria
2022-03-01,Oriente,5393.31,10.64,-0.52,246.03,102.92,Agricultura
2021-02-01,Occidente,3980.3,10.4,3.6,220.64,114.43,Servicios
2020-10-01,Centro,4762.99,11.14,4.4,104.91,104.78,Industria
2022-12-01,Centro,4008.3,14.0,3.56,136.71,82.16,Servicios
2021-07-01,Occidente,6053.99,6.02,3.54,46.24,97.83,Servicios
2023-04-01,Norte,4554.06,7.59,1.81,211.31,94.17,Agricultura
2021-02-01,Occidente,4694.38,6.24,3.61,367.87,71.33,Servicios
2023-06-01,Oriente,6311.17,13.74,-0.48,177.57,112.89,Industria
2021-04-01,Sur,5079.8,8.27,3.98,90.14,121.31,Servicios
2020-04-01,Occidente,4886.52,7.65,3.2,222.16,108.93,Servicios
2024-12-01,Occidente,4410.11,12.12,-0.62,49.98,88.32,Industria
2020-11-01,Sur,6351.07,14.74,1.26,288.62,95.59,Agricultura
2024-10-01,Occidente,6356.58,13.56,0.08,314.6,88.34,Agricultura
2023-05-01,Norte,6558.79,8.89,3.45,46.95,96.36,Agricultura
2023-07-01,Norte,3109.99,5.85,1.13,139.24,97.94,Agricultura
2023-11-01,Occidente,5957.79,5.67,2.59,220.76,86.79,Agricultura
2024-01-01,Sur,6798.73,11.71,1.46,175.69,100.03,Industria
2021-07-01,Occidente,6070.37,4.42,1.21,327.19,99.16,Industria
2022-09-01,Centro,5337.96,9.52,4.46,261.89,124.58,Industria
2020-01-01,Occidente,5381.31,9.03,1.85,231.17,105.83,Agricultura
2020-05-01,Centro,4905.18,11.67,-0.5,193.96,116.92,Agricultura
2020-07-01,Occidente,5086.11,8.59,4.27,125.31,107.9,Industria
2024-07-01,Oriente,4522.59,10.13,-0.67,201.28,107.2,Servicios
2023-02-01,Occidente,4731.35,13.44,0.83,16.36,95.54,Servicios
2024-03-01,Sur,4753.62,7.28,3.68,45.72,97.59,Agricultura
2022-02-01,Occidente,4515.83,14.34,1.06,103.38,99.86,Agricultura
2021-09-01,Sur,5306.98,5.97,4.35,381.34,94.86,Industria
2024-11-01,Norte,5278.35,7.1,0.11,149.08,92.82,Industria
2023-12-01,Centro,5359.48,9.14,2.64,158.34,99.05,Agricultura
2021-02-01,Oriente,5395.8,8.76,2.21,226.36,64.2,Agricultura
2023-10-01,Occidente,4504.12,13.76,4.36,309.73,76.52,Agricultura
2022-11-01,Centro,1992.37,7.07,4.75,257.12,103.65,Agricultura
2020-12-01,Centro,3909.79,7.11,0.67,211.05,90.61,Servicios
2020-03-01,Oriente,5494.06,6.85,0.9,-85.46,96.15,Industria
2024-09-01,Sur,4461.95,14.63,4.67,279.78,72.11,Agricultura
2022-03-01,Sur,5045.49,4.16,0.55,255.83,127.85,Servicios
2020-01-01,Sur,4518.23,12.06,4.97,232.45,72.94,Industria
2022-09-01,Norte,2608.04,5.86,4.86,284.48,99.92,Industria
2024-11-01,Norte,6178.51,10.64,0.36,386.88,106.3,Industria
2023-09-01,Sur,5276.58,10.72,1.23,200.86,90.84,Agricultura
2023-10-01,Centro,5504.48,8.23,1.08,343.51,94.79,Industria
2021-05-01,Norte,6453.28,10.34,1.05,192.18,91.15,Servicios
2020-04-01,Occidente,5698.69,6.47,2.03,216.43,132.94,Agricultura
2020-01-01,Centro,5492.99,10.28,4.18,194.25,103.14,Agricultura
2023-06-01,Oriente,3908.37,13.55,2.5,116.39,121.37,Agricultura
2021-01-01,Occidente,4908.29,8.34,4.2,111.22,111.39,Servicios
2023-04-01,Sur,4708.24,14.63,1.66,229.09,70.07,Agricultura
2023-12-01,Sur,3878.76,12.1,-0.69,292.94,98.02,Industria
2020-10-01,Sur,4476.27,7.89,0.89,-2.18,98.48,Agricultura
2024-11-01,Norte,4401.56,14.72,1.47,103.34,131.4,Agricultura
2021-09-01,Norte,3488.12,14.82,0.45,315.94,114.6,Industria
2020-08-01,Sur,4220.91,11.45,-0.62,220.32,122.64,Industria
2022-02-01,Occidente,5605.61,6.32,4.05,51.59,96.87,Industria
2020-06-01,Centro,6206.61,9.99,-0.25,47.28,85.23,Industria
2024-05-01,Occidente,4207.48,6.35,1.47,102.59,110.55,Agricultura
2023-06-01,Occidente,3692.63,14.74,4.73,40.21,90.55,Industria
2021-12-01,Occidente,5731.96,4.75,0.9,204.44,73.81,Agricultura
2021-01-01,Oriente,5494.71,13.29,1.16,238.34,83.09,Agricultura
2021-09-01,Sur,6127.91,4.67,3.21,198.01,98.39,Servicios
2020-06-01,Norte,6220.28,12.43,0.82,92.33,91.07,Servicios
2023-12-01,Sur,5900.53,8.91,3.36,268.14,82.69,Agricultura
2021-09-01,Centro,5754.73,5.72,3.51,219.94,75.08,Industria
2023-01-01,Centro,5503.25,9.22,1.0,294.12,102.88,Servicios
2022-02-01,Norte,6948.34,9.71,-0.69,302.51,99.29,Agricultura
2024-07-01,Sur,3417.82,7.41,0.09,-3.62,100.71,Industria
2020-10-01,Norte,4750.93,5.47,4.57,32.71,106.06,Servicios
2021-11-01,Oriente,5715.87,5.17,3.66,259.14,110.2,Agricultura
2024-10-01,Norte,5307.4,13.18,2.46,117.54,91.05,Industria
2021-04-01,Sur,7097.94,9.82,-0.79,132.75,103.35,Industria
2022-07-01,Sur,3257.78,10.0,-0.2,145.4,114.92,Industria
2023-05-01,Centro,5646.01,5.8,-0.37,-37.17,130.63,Agricultura
2021-03-01,Occidente,5295.28,13.55,3.97,122.35,90.0,Agricultura
2021-02-01,Centro,5197.92,5.24,-0.7,139.25,93.93,Industria
2023-06-01,Oriente,4313.72,14.37,2.66,56.73,107.72,Agricultura
2024-06-01,Centro,5819.93,5.24,3.42,283.97,79.64,Industria
2022-08-01,Sur,4099.33,14.24,-0.85,103.58,116.2,Agricultura
2020-03-01,Sur,5942.79,13.2,4.85,248.73,116.08,Servicios
2024-01-01,Centro,4120.72,11.15,4.89,234.86,98.12,Industria
2021-02-01,Centro,5846.88,4.44,1.17,254.09,113.14,Industria
2023-09-01,Norte,4331.65,8.7,1.81,193.89,103.01,Servicios
2022-05-01,Centro,5608.91,7.43,2.15,164.92,66.72,Agricultura
2023-08-01,Occidente,6369.7,11.28,3.29,91.39,86.49,Servicios
2024-04-01,Norte,3867.22,5.38,2.93,210.25,92.76,Industria
2020-03-01,Norte,3218.84,4.85,3.02,-23.05,91.7,Agricultura
2020-04-01,Centro,5695.86,8.63,4.03,165.94,107.5,Agricultura
2023-06-01,Norte,3643.06,5.12,4.47,222.32,108.28,Servicios
2024-05-01,Norte,5680.23,4.54,4.06,6.32,88.58,Agricultura
2020-04-01,Oriente,4121.74,12.32,2.49,209.99,92.58,Agricultura
2020-06-01,Norte,4502.43,6.03,-0.66,314.97,104.45,Agricultura
2023-01-01,Centro,6267.65,7.59,1.1,228.87,76.73,Servicios
2023-12-01,Oriente,5662.05,4.29,3.41,318.86,127.74,Industria
2020-07-01,Oriente,5843.11,6.26,1.11,316.28,112.75,Agricultura
2022-04-01,Centro,5417.68,14.59,2.77,232.32,119.26,Industria
2022-08-01,Centro,6294.99,11.74,4.01,254.42,93.08,Agricultura
2024-10-01,Occidente,5756.56,11.04,0.88,80.55,104.29,Agricultura
2022-08-01,Oriente,4154.85,6.59,1.97,255.34,106.31,Servicios
2023-01-01,Norte,4422.08,9.51,4.47,239.54,85.64,Industria
2023-03-01,Oriente,4410.67,11.52,2.56,154.14,87.92,Agricultura
2024-04-01,Occidente,6076.85,8.93,1.43,104.12,79.71,Agricultura
2023-12-01,Sur,3416.41,14.07,0.59,241.3,110.36,Industria
2024-08-01,Sur,5265.62,5.86,4.81,265.78,98.96,Servicios
2024-06-01,Oriente,3813.01,6.07,0.82,305.78,97.33,Industria
2021-01-01,Sur,4087.19,12.75,-0.15,234.83,86.53,Servicios
2021-01-01,Sur,4512.29,11.21,2.22,307.43,117.7,Agricultura
2023-09-01,Sur,6144.29,10.92,0.6,194.69,91.74,Servicios
2021-03-01,Norte,5168.02,13.16,4.95,294.52,107.51,Agricultura
2021-05-01,Occidente,4121.53,11.42,4.88,274.25,90.44,Servicios
2020-04-01,Occidente,5216.68,14.01,1.3,169.66,84.4,Industria
2022-03-01,Centro,6945.2,8.82,0.86,237.02,108.76,Agricultura
2024-06-01,Sur,4899.52,6.95,4.47,194.26,120.9,Servicios
2020-12-01,Sur,5839.35,6.83,3.32,192.06,95.49,Servicios
2024-03-01,Occidente,3994.4,13.05,0.41,236.02,83.95,Agricultura
2023-09-01,Sur,6719.04,10.56,-0.36,279.19,91.44,Agricultura
2023-01-01,Norte,5852.47,14.62,4.49,77.08,121.78,Agricultura
2021-10-01,Centro,5014.15,5.49,4.86,140.36,95.51,Agricultura
2024-08-01,Norte,5808.92,8.16,-0.47,141.55,82.35,Industria
2024-04-01,Centro,6820.54,5.83,4.92,143.36,112.47,Industria
2021-06-01,Norte,5209.47,14.22,1.98,101.55,97.18,Agricultura
2021-10-01,Centro,6193.11,11.79,3.39,154.03,83.8,Agricultura
2024-06-01,Norte,4386.41,7.98,2.21,219.62,99.88,Industria
2023-10-01,Norte,5158.09,12.98,1.59,242.18,119.65,Industria
2022-06-01,Centro,4784.04,10.65,2.78,293.75,83.62,Agricultura
2023-11-01,Oriente,4746.32,5.03,-0.9,165.48,107.34,Servicios
2022-03-01,Occidente,5686.35,7.52,2.04,116.11,121.63,Servicios
2024-06-01,Centro,4487.63,5.58,-0.95,205.59,95.36,Servicios
2024-03-01,Oriente,6146.03,4.08,1.54,-83.75,93.2,Industria
2022-03-01,Centro,6726.23,12.05,0.4,235.63,118.92,Servicios
2020-12-01,Occidente,4332.81,10.91,3.98,126.7,76.83,Industria
2024-01-01,Centro,4460.69,13.54,3.02,132.08,56.29,Servicios
2022-10-01,Centro,5523.22,7.95,4.97,77.97,69.74,Servicios
2024-02-01,Oriente,2167.67,10.22,4.5,177.43,120.84,Agricultura
2022-12-01,Norte,5637.32,9.42,0.15,361.63,75.75,Agricultura
2022-06-01,Centro,4770.62,14.06,1.01,204.56,109.35,Servicios
2020-12-01,Sur,5703.44,5.42,1.25,415.49,103.69,Industria
2020-05-01,Centro,4197.72,8.92,3.67,143.44,92.93,Agricultura
2020-06-01,Sur,5718.42,11.81,1.51,184.23,87.16,Agricultura
2020-01-01,Oriente,5035.57,14.83,3.0,265.23,75.53,Industria
2023-03-01,Oriente,5480.26,6.7,3.31,94.49,110.39,Industria
2023-06-01,Occidente,6105.83,10.76,4.35,176.87,91.35,Industria
2020-08-01,Occidente,6471.03,11.53,0.27,130.05,88.06,Servicios
2021-03-01,Oriente,4049.94,8.52,0.41,191.73,103.65,Agricultura
2020-05-01,Norte,5951.31,5.61,-0.04,252.69,107.65,Industria
2022-02-01,Norte,6272.57,4.49,2.74,100.71,78.32,Industria
2021-07-01,Centro,5666.27,8.4,4.68,257.8,121.1,Servicios
2020-09-01,Norte,4515.88,9.32,4.39,139.16,108.89,Industria
2024-10-01,Oriente,5409.64,7.18,4.71,235.7,135.83,Servicios
2020-07-01,Centro,6184.26,11.1,-0.9,272.28,101.68,Servicios
2023-03-01,Norte,6007.16,4.15,2.25,251.8,98.79,Agricultura
2022-04-01,Centro,1829.57,4.79,3.11,359.27,100.29,Industria
2024-12-01,Occidente,3811.04,11.13,0.03,195.01,104.36,Industria
2022-05-01,Centro,5957.84,5.73,4.77,120.91,100.51,Agricultura
2020-07-01,Occidente,3634.98,12.84,3.91,270.15,100.02,Servicios
2023-03-01,Norte,5414.77,9.0,3.52,213.86,83.71,Industria
2020-07-01,Norte,4131.74,8.6,4.12,209.78,96.46,Industria
2024-08-01,Centro,4593.11,13.62,-0.23,146.52,104.42,Agricultura
2020-04-01,Centro,3502.74,12.68,0.4,328.09,80.95,Servicios
2022-02-01,Oriente,5668.84,11.85,4.24,100.56,103.74,Agricultura
2022-07-01,Oriente,3816.94,11.7,3.55,174.72,100.23,Industria
2022-02-01,Occidente,4025.19,12.96,4.62,264.56,100.29,Industria
2021-06-01,Oriente,2679.68,13.33,1.96,278.26,83.57,Industria
2021-08-01,Norte,1823.3,13.31,3.99,30.93,85.32,Industria
2023-08-01,Sur,7755.22,6.62,3.76,169.44,68.65,Agricultura
2022-10-01,Norte,4829.74,5.18,0.43,188.54,103.96,Agricultura
2020-02-01,Sur,4849.88,7.38,-0.79,73.6,107.29,Servicios
2023-10-01,Centro,3050.63,10.07,1.14,250.7,99.14,Servicios
2020-07-01,Occidente,3604.55,6.68,1.75,129.21,88.91,Industria
2024-11-01,Oriente,5652.33,11.8,-0.87,342.73,93.71,Servicios
2021-08-01,Sur,5756.49,6.25,3.45,8.59,104.61,Agricultura
2023-12-01,Norte,4752.25,7.88,3.34,262.76,95.81,Servicios
2024-09-01,Occidente,4841.69,9.42,-0.51,181.61,99.06,Servicios
2024-03-01,Norte,5241.24,14.16,2.27,292.35,84.24,Industria
2021-03-01,Centro,5868.77,4.57,-0.32,81.37,108.82,Agricultura
2021-01-01,Oriente,5619.74,9.61,0.8,153.15,88.62,Agricultura
2023-04-01,Centro,6350.85,9.94,-0.54,134.63,110.28,Servicios
2022-06-01,Norte,4858.35,11.01,3.81,-17.82,92.06,Agricultura
2023-09-01,Oriente,4438.16,9.63,1.92,247.94,107.97,Servicios
2022-05-01,Occidente,5148.88,10.38,2.24,287.07,114.23,Industria
2020-12-01,Occidente,5130.69,5.7,0.81,185.85,89.69,Servicios
2024-07-01,Norte,3649.44,6.8,1.93,219.09,99.46,Industria
2021-03-01,Occidente,5146.94,4.6,4.02,147.79,146.15,Servicios
2024-02-01,Norte,6360.12,10.18,0.02,139.2,84.78,Servicios
2020-05-01,Occidente,3659.93,5.28,4.82,243.22,89.78,Industria
2023-05-01,Oriente,5967.83,5.49,-0.13,299.38,120.61,Servicios
2023-10-01,Occidente,4147.61,6.68,4.05,247.54,88.42,Industria
2020-03-01,Sur,6609.52,14.12,2.9,117.79,81.71,Industria
2021-10-01,Occidente,4430.55,9.46,-0.26,187.6,74.67,Servicios
2023-01-01,Oriente,3879.95,12.5,3.82,160.81,84.73,Industria
2021-01-01,Oriente,3972.6,12.78,3.24,162.67,92.55,Industria
2022-01-01,Sur,3846.51,5.16,2.77,148.17,119.88,Industria
2022-05-01,Oriente,5827.12,10.1,0.05,215.8,115.94,Servicios
2020-04-01,Centro,4624.37,11.09,2.9,366.37,104.58,Industria
2023-06-01,Sur,5587.39,5.83,3.78,341.42,93.27,Servicios
2023-10-01,Norte,5238.55,9.1,0.04,309.65,67.13,Agricultura
2023-04-01,Oriente,6534.48,13.2,0.29,312.24,100.05,Servicios
2023-09-01,Sur,6229.99,14.8,-0.42,298.27,79.0,Agricultura
2024-03-01,Norte,5587.26,4.72,2.3,179.44,126.22,Industria
2024-07-01,Centro,6040.06,6.81,1.19,161.43,106.52,Servicios
2024-01-01,Centro,5240.21,12.38,3.28,325.31,104.9,Agricultura
2021-01-01,Centro,3610.7,13.54,1.59,194.85,107.55,Agricultura
2023-01-01,Sur,4681.25,14.47,0.92,97.02,90.16,Servicios
2021-05-01,Sur,4764.29,11.97,0.87,170.55,121.79,Industria
2024-07-01,Norte,6528.75,8.21,1.66,191.9,77.92,Servicios
2020-04-01,Sur,3626.17,9.79,3.85,238.96,66.69,Industria
2024-08-01,Centro,3802.03,7.05,4.6,288.71,108.47,Industria
2024-09-01,Sur,6635.8,11.12,-0.82,219.26,135.88,Industria
2021-05-01,Norte,2900.64,4.9,0.16,268.32,98.28,Industria
2020-07-01,Norte,5566.77,9.13,-0.68,271.14,146.69,Agricultura
2024-04-01,Centro,5808.04,5.85,0.14,115.19,73.07,Servicios
2021-11-01,Centro,4669.91,6.72,2.87,304.85,107.32,Industria
2023-09-01,Norte,4265.77,7.01,4.88,185.85,123.97,Servicios
2020-08-01,Centro,5733.55,4.08,2.11,207.66,92.32,Servicios
2021-10-01,Norte,2895.25,14.4,3.04,404.22,99.13,Agricultura
2022-10-01,Sur,4264.88,6.64,1.82,427.71,81.48,Servicios
2022-07-01,Oriente,3968.03,9.54,3.98,155.97,81.46,Industria
2023-05-01,Centro,6254.34,14.29,4.47,273.1,108.08,Industria
2022-11-01,Occidente,5715.73,4.31,0.48,439.44,132.78,Servicios
2023-10-01,Norte,4313.28,10.13,3.46,249.91,74.62,Agricultura
2024-11-01,Sur,4829.61,12.25,3.16,118.72,68.88,Servicios
2024-10-01,Sur,4977.97,8.85,4.14,272.91,105.27,Industria
2020-08-01,Norte,5341.66,4.66,4.33,172.87,81.75,Industria
2022-11-01,Sur,3878.47,9.63,4.64,186.15,93.64,Industria
2022-11-01,Sur,4694.81,6.19,1.55,304.69,111.15,Agricultura
2021-09-01,Centro,4795.12,12.38,2.03,197.94,104.34,Agricultura
2024-07-01,Sur,3821.08,14.42,3.6,178.03,109.14,Servicios
2021-12-01,Norte,3444.63,11.94,4.65,204.13,115.56,Servicios
2023-05-01,Sur,5334.44,10.08,-0.31,347.81,101.27,Industria
2023-07-01,Norte,3930.75,6.96,-0.87,295.63,134.87,Servicios
