Año,Departamento,Institución,Matrícula_Inicial,Matrícula_Final,Tasa_Deserción,Causa_Probable,Estrato_Promedio,Distancia_Promedio_Km
2021,Guaviare,"Snyder, Garcia and Fisher Rural",224,197,0.117,Acceso,1.0,3.62
2022,Cauca,Foley-Levine Rural,270,214,0.204,Acceso,2.0,0.75
2023,Cauca,"Wong, Johnson and Anderson Rural",108,97,0.093,Acceso,1.1,0.15
2020,Cauca,"Mcfarland, Cobb and Smith Rural",130,109,0.155,Trabajo infantil,2.3,1.13
2021,Casanare,Zhang-Ross Rural,248,236,0.048,Migración,2.0,5.6
2021,Cauca,Wilson Inc Rural,185,172,0.069,Otro,1.0,10.13
2021,Meta,Lynch PLC Rural,139,111,0.196,Migración,1.9,0.97
2021,Casanare,Schultz Inc Rural,207,177,0.144,Acceso,2.3,14.47
2020,Cauca,Wells PLC Rural,85,74,0.125,Económica,1.9,5.75
2023,Putumayo,"Shaw, Smith and Patterson Rural",296,230,0.22,Acceso,1.5,10.16
2021,Nariño,Mills-Walker Rural,120,108,0.097,Económica,1.4,4.23
2024,Chocó,"Holland, Hernandez and Miller Rural",249,210,0.155,Económica,2.3,1.21
2022,Nariño,"Knight, Evans and Conner Rural",182,153,0.159,Otro,1.8,5.38
2023,Chocó,Frederick Ltd Rural,215,175,0.182,Económica,2.2,0.56
2021,Meta,Johnston and Sons Rural,148,141,0.043,Económica,1.4,5.36
2024,Cauca,"Werner, Ward and Lin Rural",185,167,0.097,Económica,2.5,10.23
2022,La Guajira,Mejia-Decker Rural,149,131,0.116,Otro,1.6,7.63
2024,La Guajira,Ramos-Smith Rural,245,200,0.181,Acceso,2.4,10.54
2020,Amazonas,Anderson LLC Rural,200,175,0.123,Económica,1.0,2.59
2021,Amazonas,Jordan Group Rural,286,240,0.159,Económica,2.4,8.25
2023,Guaviare,Maynard-Edwards Rural,123,118,0.039,Otro,2.2,7.18
2023,Casanare,"French, Wade and Benson Rural",71,64,0.085,Otro,1.8,8.51
2021,Chocó,Pollard-Goodman Rural,71,59,0.169,Trabajo infantil,1.1,0.64
2021,La Guajira,Reyes Group Rural,187,169,0.091,Trabajo infantil,1.6,1.96
2020,Chocó,"Schultz, Soto and Cox Rural",228,204,0.101,Acceso,2.1,2.28
2021,Amazonas,Rivera PLC Rural,112,91,0.18,Económica,2.4,2.46
2020,Meta,"Rice, Morgan and Phelps Rural",206,194,0.058,Otro,1.1,2.98
2021,Cauca,King-Allen Rural,53,49,0.068,Migración,2.1,1.29
2021,Meta,Gonzalez Inc Rural,293,283,0.034,Trabajo infantil,1.8,0.38
2022,La Guajira,Brown-Sanchez Rural,145,118,0.182,Migración,2.1,4.83
2022,Cauca,Rivera-Riddle Rural,247,209,0.15,Económica,1.5,3.11
2023,Chocó,Madden-Higgins Rural,184,156,0.149,Económica,1.4,3.66
2024,Cauca,Richmond-Torres Rural,177,162,0.084,Acceso,1.8,3.26
2020,Meta,"Reed, Olsen and Barajas Rural",269,260,0.031,Otro,1.3,4.34
2021,Chocó,"Booker, Johnson and Reid Rural",247,242,0.018,Económica,2.3,3.81
2020,Nariño,"Price, Garcia and Lopez Rural",239,198,0.169,Otro,1.0,8.38
2020,Nariño,Alexander-Powell Rural,61,53,0.128,Acceso,1.5,6.33
2021,La Guajira,"Kelly, Meyers and Franklin Rural",288,248,0.138,Económica,1.8,1.4
2023,Nariño,Hill Group Rural,132,116,0.114,Migración,1.6,13.09
2022,Chocó,Sims-Hansen Rural,261,244,0.062,Económica,1.9,3.33
2020,Guaviare,Rivera-Crawford Rural,222,202,0.086,Económica,1.3,1.48
2024,Amazonas,Nelson-Coleman Rural,294,279,0.051,Acceso,1.1,8.12
2023,Chocó,Vance-Rodriguez Rural,248,236,0.045,Trabajo infantil,1.5,3.87
2024,Meta,"Jackson, Madden and Benson Rural",52,44,0.146,Trabajo infantil,1.3,6.3
2024,Chocó,Banks-Fisher Rural,239,233,0.021,Otro,1.4,1.59
2022,Meta,Haynes-Davis Rural,247,234,0.051,Migración,2.1,1.0
2024,Nariño,Pham-Bauer Rural,88,80,0.089,Económica,2.4,5.71
2020,Nariño,Meyer and Sons Rural,188,168,0.105,Trabajo infantil,2.0,6.17
2020,Putumayo,Rowe-Wright Rural,50,48,0.033,Acceso,2.3,0.57
2022,Cauca,Kelly Inc Rural,102,99,0.02,Otro,2.5,16.47
2023,Meta,Alvarado and Sons Rural,296,259,0.122,Económica,2.5,3.3
2021,Chocó,Williams-Henderson Rural,73,64,0.111,Económica,2.4,0.22
2024,Casanare,"Stone, Jones and Gonzalez Rural",229,190,0.168,Trabajo infantil,1.7,5.01
2020,Cauca,Gray and Sons Rural,179,160,0.106,Migración,2.0,8.55
2023,Cauca,Griffith Group Rural,201,175,0.127,Otro,1.1,10.78
2021,Nariño,"Vasquez, Alvarez and Sherman Rural",124,115,0.065,Trabajo infantil,2.3,4.72
2023,Putumayo,"Carr, Herrera and Greene Rural",131,122,0.067,Acceso,1.4,2.65
2020,Nariño,Collins Group Rural,84,80,0.038,Otro,1.2,7.58
2020,La Guajira,Henson and Sons Rural,165,154,0.065,Acceso,1.5,1.61
2020,Guaviare,"Jennings, Williams and Torres Rural",141,129,0.085,Migración,1.7,5.51
2023,Chocó,"Clark, Williams and Beck Rural",268,224,0.162,Económica,1.1,0.5
2022,Amazonas,Scott and Sons Rural,105,98,0.058,Trabajo infantil,1.2,4.42
2021,Putumayo,"Zamora, Holt and Gilbert Rural",151,119,0.207,Otro,1.1,0.92
2022,Chocó,Norton Ltd Rural,259,224,0.132,Migración,1.0,1.22
2023,Meta,Perez Inc Rural,192,168,0.121,Otro,1.4,0.5
2023,Cauca,Mullins Inc Rural,255,228,0.102,Migración,1.2,4.67
2020,Nariño,"Garcia, Stewart and Rogers Rural",83,75,0.093,Migración,2.2,3.96
2022,Cauca,Thompson Ltd Rural,199,184,0.072,Otro,1.4,4.51
2020,Amazonas,Hernandez Inc Rural,66,63,0.032,Migración,2.4,3.43
2023,La Guajira,George and Sons Rural,73,68,0.06,Trabajo infantil,1.2,2.79
2023,Amazonas,"Coleman, Marquez and Weber Rural",93,76,0.182,Otro,1.6,6.32
2023,Meta,Williams-Koch Rural,57,49,0.128,Acceso,2.0,1.6
2021,Putumayo,Clark-James Rural,104,85,0.181,Migración,1.4,0.41
2023,La Guajira,Villa Group Rural,58,53,0.071,Otro,1.9,1.29
2021,Chocó,"Young, Martinez and Richardson Rural",177,168,0.049,Acceso,2.3,2.19
2023,Amazonas,Coleman-Fernandez Rural,72,64,0.102,Trabajo infantil,1.6,0.35
2023,Nariño,Luna Group Rural,214,200,0.062,Otro,1.4,8.06
2024,Amazonas,Pham-Kemp Rural,147,130,0.112,Trabajo infantil,1.7,10.6
2023,Putumayo,"Ware, Koch and Carter Rural",283,276,0.022,Otro,1.8,5.26
2023,Chocó,Bailey-Harrison Rural,96,96,0.0,Económica,1.5,2.02
2021,Amazonas,Smith Inc Rural,279,245,0.119,Trabajo infantil,1.1,5.54
2023,Guaviare,Mcconnell-Howell Rural,141,115,0.184,Otro,2.5,3.13
2021,Cauca,Wilson-Collins Rural,113,99,0.121,Migración,1.4,0.31
2020,Nariño,Bryan PLC Rural,197,171,0.128,Acceso,1.5,0.96
2021,La Guajira,"Schwartz, Middleton and Morris Rural",110,98,0.104,Otro,1.5,5.86
2022,Amazonas,Woodard-Shields Rural,230,205,0.108,Trabajo infantil,2.4,0.51
2024,La Guajira,Johnson LLC Rural,194,188,0.029,Migración,2.3,2.99
2023,Guaviare,"Mosley, Valdez and Collins Rural",129,120,0.063,Migración,1.7,5.47
2020,Amazonas,Kelly-Shannon Rural,109,91,0.162,Otro,1.3,7.93
2024,Meta,Gallagher LLC Rural,50,47,0.045,Trabajo infantil,2.4,24.45
2021,La Guajira,Cole Inc Rural,137,125,0.084,Migración,2.4,13.09
2022,Amazonas,"Moore, Poole and Wheeler Rural",55,46,0.161,Migración,1.9,3.68
2021,Cauca,"Allen, Schneider and Hall Rural",266,237,0.107,Otro,2.3,4.89
2020,Putumayo,Wilson and Sons Rural,230,204,0.11,Acceso,1.9,0.68
2022,Chocó,"Perez, Novak and Smith Rural",132,120,0.085,Migración,2.5,8.75
2023,Meta,King-Williams Rural,216,186,0.135,Trabajo infantil,1.3,0.18
2024,Putumayo,"Oneill, Valenzuela and Bailey Rural",107,91,0.148,Otro,2.2,1.81
2023,Chocó,Guzman LLC Rural,237,222,0.061,Trabajo infantil,1.2,0.46
2020,Casanare,"Hill, Mason and Hurley Rural",267,258,0.033,Otro,1.0,13.82
2024,Putumayo,Martinez-Walker Rural,285,282,0.008,Otro,1.3,2.53
2024,Cauca,Reyes-Rodriguez Rural,289,252,0.125,Acceso,1.2,2.96
2020,Nariño,James LLC Rural,138,121,0.119,Trabajo infantil,1.3,12.59
2020,Putumayo,Kramer and Sons Rural,164,127,0.225,Económica,1.4,3.44
2021,Cauca,"Pierce, Nelson and Cameron Rural",139,124,0.104,Trabajo infantil,2.2,2.4
2020,Amazonas,"Taylor, Clark and Johnson Rural",148,133,0.095,Acceso,2.1,10.52
2021,Casanare,"Payne, Taylor and Ross Rural",176,156,0.113,Acceso,1.5,7.8
2023,Cauca,"Marshall, Delgado and Tucker Rural",262,231,0.116,Acceso,2.2,1.82
2024,Nariño,Roth-Santos Rural,91,82,0.091,Acceso,1.1,0.95
2020,Chocó,Miller-Wilson Rural,55,51,0.062,Trabajo infantil,1.4,5.94
2020,Cauca,Wilson Ltd Rural,137,123,0.101,Migración,2.3,5.12
2021,Cauca,"Smith, Johnson and Smith Rural",190,171,0.1,Económica,1.5,8.64
2024,Meta,Schneider Inc Rural,230,207,0.099,Económica,1.6,4.66
2021,Casanare,Pierce Inc Rural,90,77,0.141,Económica,1.2,7.24
2021,Nariño,Garcia-Lawson Rural,154,138,0.101,Otro,2.1,2.54
2024,Chocó,Mccarthy Inc Rural,219,211,0.034,Trabajo infantil,1.4,0.79
2020,Amazonas,Ross PLC Rural,150,139,0.07,Otro,1.8,0.13
2023,La Guajira,Yoder PLC Rural,63,57,0.091,Trabajo infantil,1.0,0.73
2020,Chocó,Mooney-Cox Rural,260,233,0.103,Otro,1.7,16.88
2020,Amazonas,Mckenzie LLC Rural,102,89,0.126,Migración,2.0,2.83
2020,Meta,"Gray, Campbell and Fowler Rural",266,238,0.103,Económica,1.5,2.89
2023,Meta,"Bender, Levy and Schroeder Rural",175,174,0.001,Trabajo infantil,1.1,0.56
2024,Casanare,Phelps and Sons Rural,97,93,0.04,Trabajo infantil,2.3,4.83
2022,La Guajira,May Ltd Rural,164,142,0.13,Económica,1.4,5.25
2023,Chocó,"Wood, Bell and Lawson Rural",107,97,0.089,Trabajo infantil,1.8,0.3
2021,Cauca,Hunter and Sons Rural,71,58,0.175,Trabajo infantil,2.2,26.36
2023,Nariño,"Joseph, Martinez and Fox Rural",191,170,0.107,Económica,2.3,20.58
2024,Casanare,Parker PLC Rural,297,272,0.083,Otro,2.0,1.37
2023,Nariño,Cruz-Anderson Rural,171,159,0.069,Trabajo infantil,1.1,5.89
2020,Guaviare,Martin-Edwards Rural,196,179,0.085,Otro,2.2,0.32
2024,La Guajira,"Vance, Wagner and Terrell Rural",80,71,0.108,Acceso,1.3,8.41
2021,Nariño,Garcia-Simmons Rural,256,230,0.1,Migración,1.2,4.78
2023,Cauca,"Hobbs, Austin and Cordova Rural",224,191,0.147,Acceso,1.3,3.74
2021,Chocó,"Murphy, Curry and Morris Rural",131,127,0.026,Económica,1.1,2.78
2024,Casanare,Guerra-Johnson Rural,191,184,0.032,Trabajo infantil,2.3,2.29
2024,Meta,Perez-Hester Rural,284,258,0.089,Económica,2.2,2.67
2024,Guaviare,Berry and Sons Rural,250,218,0.127,Acceso,1.2,7.33
2021,La Guajira,Palmer and Sons Rural,195,168,0.138,Otro,1.9,0.06
2020,Cauca,Price PLC Rural,194,180,0.071,Económica,2.2,0.1
2024,Putumayo,Johnson-Griffin Rural,274,274,0.0,Acceso,1.4,1.5
2023,Meta,Cooper and Sons Rural,59,54,0.073,Migración,1.4,3.83
2021,Casanare,Glass Group Rural,59,51,0.12,Acceso,2.3,1.21
2022,Nariño,Carter Ltd Rural,62,55,0.099,Acceso,2.4,0.58
2022,Amazonas,Armstrong and Sons Rural,136,118,0.129,Trabajo infantil,1.5,3.97
2023,Cauca,"Harrison, Berry and Cox Rural",298,250,0.16,Migración,1.2,0.52
2023,Putumayo,"Rogers, Nelson and Leonard Rural",118,107,0.092,Acceso,1.9,3.35
2020,Nariño,"Bryant, Morgan and Rodriguez Rural",163,150,0.078,Migración,2.4,6.68
2023,Meta,"Reed, Farmer and Williams Rural",244,230,0.056,Otro,2.3,3.23
2020,Guaviare,Hall Group Rural,252,244,0.031,Migración,1.1,3.08
2024,Casanare,Rodriguez Inc Rural,84,82,0.019,Otro,2.3,7.69
2020,La Guajira,Ferguson-Lee Rural,99,92,0.067,Migración,2.3,5.83
2021,Amazonas,Stark-Thompson Rural,166,140,0.152,Económica,2.4,2.88
2021,Chocó,Pugh-Santos Rural,144,124,0.134,Acceso,1.8,0.2
2020,Amazonas,Hays-Mitchell Rural,111,102,0.076,Trabajo infantil,1.7,11.6
2023,La Guajira,"Ramirez, Barker and Braun Rural",295,233,0.208,Acceso,1.9,5.38
2022,Putumayo,Mcfarland-Oneal Rural,91,84,0.07,Trabajo infantil,2.1,11.27
2020,Chocó,Wood Inc Rural,57,47,0.165,Acceso,1.1,0.34
2024,Nariño,"Meyer, Hicks and Perry Rural",269,221,0.178,Migración,2.0,3.65
2021,Chocó,Allen-Williams Rural,216,189,0.123,Acceso,1.8,3.59
2020,Meta,Phelps and Sons Rural,283,264,0.066,Migración,2.0,5.7
2024,Amazonas,Smith-Ray Rural,107,98,0.082,Trabajo infantil,1.9,0.37
2022,Chocó,"Ashley, Thomas and Jones Rural",158,140,0.109,Acceso,2.3,0.06
2023,Chocó,Allison LLC Rural,105,101,0.033,Acceso,1.5,2.15
2024,Casanare,Douglas-Hampton Rural,199,188,0.051,Económica,1.0,7.45
2022,Guaviare,Galloway LLC Rural,215,204,0.048,Otro,1.9,0.96
2022,Cauca,Edwards PLC Rural,173,151,0.127,Económica,1.5,0.52
2022,Putumayo,Lee-Mcclain Rural,270,227,0.159,Trabajo infantil,1.4,1.54
2022,Nariño,Parker-Osborne Rural,88,76,0.136,Otro,2.1,0.11
2020,Casanare,Simpson-Singh Rural,219,186,0.15,Trabajo infantil,2.0,4.9
2020,Meta,Graham Ltd Rural,125,117,0.062,Trabajo infantil,2.4,2.41
2023,Casanare,Evans-Brown Rural,238,218,0.084,Económica,1.9,4.77
2024,Nariño,Norman PLC Rural,137,125,0.087,Migración,2.0,7.45
2023,Putumayo,Schultz and Sons Rural,179,156,0.123,Trabajo infantil,2.3,0.21
2024,La Guajira,"Cervantes, Smith and Moore Rural",125,99,0.208,Económica,1.7,17.29
2022,Guaviare,"Newman, Massey and Reid Rural",245,228,0.068,Migración,2.4,19.55
2022,Cauca,Cook and Sons Rural,106,90,0.146,Trabajo infantil,1.3,4.61
2022,Casanare,Fernandez Group Rural,251,206,0.176,Trabajo infantil,1.6,8.35
2024,Chocó,"Braun, Martinez and Alvarez Rural",168,147,0.125,Económica,1.7,5.34
2024,Cauca,Chambers PLC Rural,170,156,0.082,Migración,1.8,13.16
2023,Guaviare,"Jones, Baker and Johnson Rural",126,118,0.058,Acceso,1.1,1.27
2021,La Guajira,Smith LLC Rural,101,96,0.048,Trabajo infantil,1.6,2.89
2024,Meta,"Wood, Miller and Ho Rural",86,85,0.002,Trabajo infantil,2.3,4.75
2021,Cauca,"Hernandez, Sloan and Carrillo Rural",174,158,0.089,Trabajo infantil,1.9,10.9
2021,Putumayo,Carlson Group Rural,212,193,0.086,Económica,1.0,5.19
2022,Nariño,"Crawford, Gonzalez and Garcia Rural",244,209,0.143,Migración,1.9,9.88
2021,Meta,"Jacobson, Mendez and Jones Rural",251,233,0.071,Económica,1.2,9.37
2023,Casanare,Jordan and Sons Rural,153,138,0.092,Acceso,2.4,7.03
2023,Amazonas,Harrison and Sons Rural,59,52,0.114,Otro,1.3,3.09
2022,Amazonas,Smith-Rogers Rural,278,243,0.125,Trabajo infantil,2.1,7.49
2024,Nariño,"Santiago, Goodman and Choi Rural",54,46,0.137,Económica,1.9,5.34
2021,Nariño,Owens Ltd Rural,227,202,0.109,Trabajo infantil,1.5,20.89
2020,Casanare,Deleon-Rivera Rural,178,171,0.035,Otro,1.5,13.85
2020,Amazonas,"Vang, Boyle and Smith Rural",126,110,0.12,Trabajo infantil,1.7,8.51
2024,Guaviare,Larson-Mclean Rural,136,126,0.067,Acceso,2.3,1.2
2021,Putumayo,"Marshall, Mills and Thomas Rural",280,234,0.162,Acceso,1.5,6.6
2021,La Guajira,Hernandez and Sons Rural,292,262,0.101,Acceso,1.0,3.91
2021,La Guajira,"Roberson, Jones and Hawkins Rural",104,92,0.112,Económica,1.9,1.77
2021,Cauca,Reed-Buck Rural,143,110,0.23,Económica,1.6,4.16
2022,Guaviare,Carey PLC Rural,209,180,0.138,Económica,1.9,5.06
2020,Cauca,Davis Ltd Rural,217,191,0.119,Económica,1.1,7.16
2020,Casanare,"Mclaughlin, Ramos and Williams Rural",163,147,0.093,Acceso,1.2,0.05
2022,Meta,Henderson Ltd Rural,229,220,0.039,Migración,1.3,1.42
2020,Chocó,Carter Ltd Rural,157,142,0.09,Económica,2.0,8.05
2022,La Guajira,Chung-Price Rural,157,148,0.057,Económica,1.8,1.14
2024,Cauca,Castaneda-Norton Rural,122,99,0.183,Económica,2.2,4.79
2023,Nariño,"Barber, White and Taylor Rural",205,180,0.12,Migración,2.2,1.04
2024,Nariño,"Johnson, Flores and Tapia Rural",141,118,0.16,Acceso,1.4,4.04
2020,Guaviare,"Jacobs, Bowman and Smith Rural",177,164,0.07,Migración,2.0,0.03
2023,Putumayo,Smith Inc Rural,110,103,0.061,Económica,1.0,15.86
2020,Cauca,Warren Group Rural,263,228,0.132,Otro,2.0,2.29
2021,Cauca,Bates-Allen Rural,249,235,0.056,Otro,1.1,1.82
2020,Chocó,Avery-White Rural,214,197,0.078,Migración,1.7,10.46
2022,Chocó,"Howard, Brooks and Clark Rural",168,136,0.186,Económica,1.1,10.87
2021,Amazonas,Roberts PLC Rural,268,246,0.08,Trabajo infantil,1.5,4.5
2022,Casanare,Sullivan Group Rural,239,232,0.029,Económica,1.1,5.95
2020,Amazonas,Vega PLC Rural,268,264,0.012,Migración,2.0,0.02
2021,Putumayo,Johnson-Jones Rural,141,137,0.024,Acceso,2.4,7.9
2022,Cauca,Morris-Lambert Rural,145,121,0.163,Trabajo infantil,1.3,0.49
2023,Casanare,Arnold-Brown Rural,296,274,0.072,Acceso,1.4,5.14
2023,Meta,"Yates, Yoder and Fox Rural",254,196,0.228,Acceso,2.0,0.34
2021,Cauca,"Foster, Manning and Lopez Rural",83,68,0.177,Económica,2.5,4.11
2021,Cauca,Mills-Ray Rural,156,124,0.2,Otro,1.7,4.63
2024,Meta,"Simmons, Hines and Schultz Rural",96,81,0.151,Otro,1.6,1.57
2022,Amazonas,Scott Group Rural,270,234,0.13,Migración,1.7,8.72
2023,Cauca,Bennett-Mosley Rural,277,260,0.059,Acceso,1.7,0.3
2020,Chocó,"Meyers, Sosa and Thornton Rural",217,195,0.1,Trabajo infantil,1.0,2.03
2024,Nariño,James PLC Rural,300,259,0.135,Trabajo infantil,1.8,7.77
2024,Cauca,"Floyd, Mcfarland and Martinez Rural",160,136,0.148,Migración,1.7,3.64
2023,La Guajira,"Warner, Patel and Peters Rural",264,252,0.043,Otro,2.3,1.99
2024,Amazonas,Lambert-Trevino Rural,52,47,0.09,Migración,1.8,2.85
2023,Meta,Strickland and Sons Rural,272,245,0.096,Migración,1.1,4.56
2023,Putumayo,Coffey-Johnson Rural,111,100,0.094,Trabajo infantil,2.5,6.65
2020,Guaviare,"Yoder, Johnson and Bradshaw Rural",107,101,0.049,Otro,2.0,5.06
2023,Nariño,Moore-Yang Rural,70,56,0.193,Acceso,1.7,7.7
2024,Meta,Hunt-Taylor Rural,72,65,0.089,Acceso,1.7,9.16
2020,Meta,Willis-Young Rural,240,227,0.052,Económica,1.2,2.42
2023,Amazonas,"Wong, Thompson and Harris Rural",192,154,0.194,Otro,1.0,1.02
2020,Chocó,Curtis Ltd Rural,277,227,0.177,Otro,1.8,2.25
2023,Putumayo,"Wilson, Griffith and Hansen Rural",143,127,0.107,Económica,2.2,1.77
2023,Putumayo,"Jones, Roberts and Turner Rural",193,190,0.012,Otro,1.9,14.12
2022,Meta,"Dean, Mason and Ryan Rural",79,72,0.077,Económica,2.1,10.31
2021,Amazonas,Wright LLC Rural,137,134,0.02,Trabajo infantil,2.2,9.22
2022,Guaviare,Ibarra-Lam Rural,183,159,0.126,Trabajo infantil,2.1,3.06
2020,La Guajira,Sanders-Davis Rural,176,163,0.073,Migración,2.2,3.3
2023,Cauca,"Collins, Pratt and Christian Rural",115,103,0.099,Otro,1.3,2.87
2020,Casanare,"Ayers, Patterson and Montoya Rural",105,85,0.189,Acceso,2.2,6.54
2021,Putumayo,"Garcia, Olsen and Perry Rural",77,71,0.07,Acceso,1.1,4.71
2024,Cauca,Anderson Ltd Rural,247,216,0.123,Acceso,1.7,0.73
2024,Guaviare,Williams-Meadows Rural,84,72,0.138,Acceso,1.0,15.69
2020,Guaviare,"Rogers, Hoover and Wells Rural",289,242,0.161,Acceso,2.3,0.36
2023,Guaviare,Dean-Navarro Rural,249,225,0.095,Migración,2.0,1.52
2021,La Guajira,"Crawford, Owens and Johnson Rural",76,69,0.09,Acceso,2.0,1.42
2024,Putumayo,"Roman, Parker and Jones Rural",179,163,0.089,Acceso,1.6,1.59
2024,Nariño,Mendez Ltd Rural,120,105,0.118,Acceso,2.4,7.12
2022,Meta,"Leblanc, Moss and Gray Rural",256,211,0.175,Migración,1.2,0.34
2024,Guaviare,"Spencer, Sanford and Chen Rural",126,115,0.086,Otro,2.3,3.34
2024,Nariño,Bowman and Sons Rural,101,101,0.0,Migración,1.9,2.13
2022,Putumayo,Wells Group Rural,285,243,0.144,Migración,2.5,11.5
2021,Guaviare,"Adams, Thompson and Yang Rural",188,168,0.103,Trabajo infantil,2.1,13.81
2022,Guaviare,"Hanson, Hoffman and Schultz Rural",172,150,0.126,Otro,1.9,0.27
2023,Guaviare,Parker LLC Rural,123,120,0.022,Acceso,2.2,6.56
2024,Cauca,Pittman and Sons Rural,56,51,0.074,Acceso,1.2,19.9
2020,Nariño,Smith Inc Rural,118,101,0.14,Migración,2.5,1.1
2022,La Guajira,"Howard, Smith and Miller Rural",264,254,0.037,Económica,2.0,4.17
2022,Nariño,Lopez PLC Rural,242,212,0.123,Otro,1.0,4.69
2023,Cauca,Everett Ltd Rural,207,186,0.098,Otro,2.3,2.15
2024,Casanare,Church-Tran Rural,110,103,0.063,Otro,2.2,9.51
2022,Amazonas,Cline-Thompson Rural,287,270,0.059,Acceso,1.6,4.12
2022,Guaviare,"Payne, Ramsey and Hancock Rural",63,59,0.049,Económica,2.1,9.84
2021,Meta,Williams-Rodgers Rural,262,235,0.103,Migración,2.4,6.42
2022,Guaviare,"Ramos, Novak and Espinoza Rural",239,212,0.109,Otro,1.3,3.92
2021,Chocó,Clark-Lee Rural,164,150,0.082,Migración,2.5,0.43
2020,La Guajira,Scott-Oneal Rural,296,282,0.046,Migración,2.1,0.91
2020,Casanare,"Rivera, Schmitt and Mcdaniel Rural",60,60,0.0,Acceso,1.4,14.57
2022,La Guajira,"Mendez, Malone and George Rural",91,79,0.122,Otro,2.3,3.1
2020,Putumayo,"Terry, Mahoney and Hunt Rural",169,144,0.145,Migración,1.1,2.65
2022,Amazonas,Davis PLC Rural,248,215,0.131,Otro,2.3,0.32
2022,Meta,"Turner, Turner and Hunt Rural",252,200,0.203,Otro,1.8,3.59
2020,Putumayo,Thomas Ltd Rural,184,167,0.091,Migración,2.4,0.27
2024,Cauca,Daniels-Jordan Rural,251,208,0.169,Otro,1.2,7.72
2024,Guaviare,Lawson-Andrews Rural,153,142,0.068,Económica,1.5,0.9
2021,Putumayo,Gonzales-White Rural,134,125,0.06,Trabajo infantil,1.4,2.0
2024,Guaviare,"Palmer, Nielsen and Nelson Rural",171,152,0.106,Otro,2.2,1.15
2020,Cauca,"Owens, Trujillo and Wood Rural",221,180,0.181,Trabajo infantil,1.7,10.51
2024,Nariño,"Richardson, Rogers and Johnson Rural",295,269,0.085,Económica,2.0,21.0
2022,Casanare,"Bates, Barnes and Jackson Rural",284,277,0.022,Económica,1.6,7.39
2024,Chocó,Pham Inc Rural,56,47,0.144,Otro,2.2,3.87
2022,Guaviare,Walker Inc Rural,255,230,0.096,Otro,1.7,3.44
2020,Chocó,Gibson-Collins Rural,279,246,0.115,Migración,1.5,8.63
2020,Cauca,Mcdonald PLC Rural,92,86,0.062,Otro,1.8,2.39
2020,Nariño,Orr Group Rural,221,197,0.106,Migración,2.3,1.69
2023,Cauca,"Parker, Rodriguez and Moore Rural",102,99,0.028,Otro,2.2,7.87
2023,Cauca,Cain-Tran Rural,241,194,0.194,Migración,1.0,8.0
2022,Amazonas,Meyer-Richards Rural,72,60,0.154,Económica,1.1,2.52
2022,Guaviare,"Barnes, Williams and Anthony Rural",68,60,0.103,Otro,2.2,0.86
2022,Casanare,Carpenter-Willis Rural,149,127,0.143,Acceso,1.9,5.95
2023,Putumayo,Brown-Chandler Rural,54,50,0.068,Acceso,2.0,9.73
2024,Amazonas,Hicks-Koch Rural,214,181,0.151,Otro,1.1,11.83
2024,Amazonas,"Morrison, Jimenez and Flores Rural",229,209,0.083,Económica,1.5,1.02
2024,Cauca,"Davis, Williams and Perez Rural",124,114,0.08,Trabajo infantil,1.9,11.22
2022,Meta,Smith-Ramsey Rural,147,139,0.052,Acceso,2.2,2.9
2020,Meta,Lopez Group Rural,90,79,0.121,Otro,1.3,4.78
2023,Guaviare,Liu Inc Rural,125,112,0.101,Migración,1.4,17.08
2022,Amazonas,Reed PLC Rural,191,158,0.171,Otro,1.2,2.7
2020,Amazonas,"Quinn, Carpenter and Williams Rural",196,186,0.047,Otro,1.6,10.68
2024,Cauca,Jackson Ltd Rural,128,112,0.121,Migración,2.1,2.79
2022,Nariño,Davis-Keller Rural,155,130,0.159,Otro,1.2,6.35
2021,Nariño,"Jones, Houston and Wade Rural",207,159,0.229,Trabajo infantil,1.3,11.05
2021,Amazonas,Massey Ltd Rural,267,237,0.11,Otro,1.7,1.04
2024,Cauca,"Fowler, Bautista and Hoffman Rural",124,113,0.082,Económica,1.4,9.77
2021,Meta,"Taylor, Thomas and Griffith Rural",293,261,0.108,Trabajo infantil,1.5,6.19
2021,Cauca,Clay LLC Rural,122,101,0.166,Otro,1.1,1.89
2021,Putumayo,"Cochran, Horne and Hill Rural",174,145,0.166,Acceso,1.5,3.07
2022,La Guajira,"Miller, Bryant and Knapp Rural",194,175,0.094,Otro,1.5,2.21
2022,Casanare,Potter-Barker Rural,93,77,0.165,Económica,1.5,2.04
2021,Casanare,"Bender, Gregory and Palmer Rural",120,108,0.099,Trabajo infantil,1.2,0.95
2022,Meta,Thomas-Morrison Rural,168,144,0.142,Acceso,1.5,0.53
2022,Meta,Mitchell Inc Rural,191,166,0.127,Económica,1.3,1.37
2024,Cauca,Rogers PLC Rural,265,243,0.08,Trabajo infantil,2.3,2.99
2021,Guaviare,"Young, Morgan and Buck Rural",100,94,0.054,Trabajo infantil,2.1,6.91
2020,Cauca,"Garcia, Mckenzie and Ward Rural",278,233,0.161,Económica,2.3,2.17
2020,Casanare,Tyler Group Rural,246,202,0.176,Otro,1.3,9.21
2020,Guaviare,Hobbs LLC Rural,116,102,0.12,Otro,2.3,5.03
